asin,description,title,price
79,"Are you guilty of jamming out to your favorite tunes in the shower? &#xA0;Enhance your shower experience with the Abco Tech Bluetooth Shower Speaker with Built-in FM Radio. Our Bluetooth activated device is the industry standard for playing your music while you take a shower.&#xA0; It connects to Bluetooth compatible devices like iPhones, iPads, Androids, Smartphones etc. Auto-Scanning FM radio function from 88.0 to 108.0 MHz It has a built-in hands free speakerphone so you can answer your phone calls while in the shower. There is an attached rotating hook so you can place it on a shower head or curtain rod. Along with the IPX4 Grade waterproof shower speaker featuring, it has: playback time of 8-10 hours per charge, charge time of 3-4 hours, &#xA0;3 Watt output rechargeable battery, frequency response of 100 Hz &#x2013; 20Khz, built-In Bluetooth 3.0 + EDR receiver, distortion: of <1.0%, and 1 year warranty.","Abco Tech Water Resistant Wireless FM Radio Bluetooth Shower Speaker with Hook Handle and Hands-Free Speakerphone, Black",31.99
80,"Description:Charge up to 6 USB devices simultaneously from one wall outlet. Simply connect any USB mobile device, such as an iPad, iPhone, iPod, Tablet PC, Smartphone, a Wireless Hotspot etc. and quickly charge all your devices from one place. The Sabrent USB Charger is durable and lightweight and works great at home or at the office. This is a must-have travel companion to charge all your power-hungry devices.Features:* Compatible with iPad, iPhone, iPod, Smartphones and Tablets.* Plug into any wall outlet and charge up to 6 USB devices simultaneously.* Please note: Charger functions only as a power source, does not transmit data.What's in the box?* 6-Port USB ChargerWarranty:This product comes with a one year warranty.In order for us to properly assist you, please follow these simple instructions:Go to www.sabrent.com/support and click 'Submit a ticket'.Submit your ticket.You must include your Amazon Order ID# number in the subject line.","[Upgraded Version &amp; All Smart Ports] Sabrent (35W/7A) 6-Port Family-Sized Wall Charger Multi Port USB Charger Portable Battery Charger for iPhone 4S, 5S, 5C, 4; iPad 4, Mini, Air; Samsung Galaxy Tab 2, 3; Galaxy Note 3, 2; Galaxy S4, S3; HTC One; Smartphones, 5V Tablets, Bluetooth Speakers &amp; Headsets (AX-USB6)",30.99
81,"Powerful CompatibilityCharge the iPad, iPhone, Samsung, Android and Popular devices at full speed; use your existing USB charging cables to charge most USB powered devices.Convenient and EfficientWhen you need to make the absolute most of your time on the road, this universal USB Car Charger Adapter is the perfect solution to your charging needs on the go; It converts your cigarette lighter to a single USB charging port, so you can use the same cables that came with your device.Intelligent chargingCharging will be automatically stop when battery is full, Sophisticated circuit design with over-heated, over-current, over-charging protection.Package listOXA Dual USB Car Charger x1Why Choose OXA?*Quality is the best salesman. Any items sold by OXA have 1 year guarantee from 
manufacturers. What's more, OXA will extend the warranty time for half a year.*OXA have professional staff to answer your questions, and we are ready to help 
you resovle any issues, no worry about after-sales service.*More juice, More life; OXA adhere to provide our customers with high quality 
products and excellent service, search OXA on Amazon to get more items you need.","OXA 5V/4.2A DC 12-24V Dual USB Car Charger Vehicle Power Adapter Designed for iPad, iPhone, Samsung, and Android devices (Black)",9.99
82,"Powerful CompatibilityCharge all iPod, iPhone, iPad, Samsung Galaxy, HTC Smart Phones, Amazon Kindle models and many more, use your existing USB charging cables to charge most USB powered devices; Total max output of 5.4A.Convenient and EfficientThis charger allows for FOUR of your devices to be simultaneously charged; it's the best solution to charge multiple power hungry tablets, phones, power banks and other USB devices (GPS, bluetooth headset, portable Wifi, MP3 players, 3D Glasses etc) at fastest possible speed.Intelligent chargingCharging will be automatically stop when battery is full; Sophisticated circuit design with over-heated, over-current, over-charging protection.Package listOXA 4 USB Wall Charger x1Why Choose OXA?*Quality is the best salesman. Any items sold by OXA have 1 year guarantee from 
manufacturers. What's more, OXA will extend the warranty time for half a year.*OXA have professional staff to answer your questions, and we are ready to help 
you resovle any issues, no worry about after-sales service.*More juice, More life; OXA adhere to provide our customers with high quality 
products and excellent service, search OXA on Amazon to get more items you need.","OXA Universal Portable Family Sized Wall Charger Adapter with Quad USB Ports Supports 90V-240VAC for iPad, iPhone, Samsung Tab, Samsung Galaxy, HTC Smart Phones, Amazon Kindle, Android Devices, Tablets and More",15.99
83,"Slim and LightThis case offers protection while remaining ultra slim and ultra light. It is only 1.4mm thin and 0.42oz light. No bulk, pure essence.The design is minimal, precise and seems like it was part of the iPhone right out or the box.Comfort GripWe know you use your iPhone all the time, so we created a case that is very comfortable to handle. A premium soft coating makes this case feel good in your palm and offers some anti-slip grip.ProtectionAdding this case helps protect all four corners, backside and long sides of your iPhone from scratches, dust, and scuffs.Easy AccessThe precise, ergonomic design allows for easy access to all buttons and ports. Precise cutouts allow for full functionality of camera, flash and speakers.Stylish ColorsTotalle is a case company based in California. The color options are inspired by our blue sky, ever-present palm tree, and beautiful smoggy sunset. If you prefer to keep it simple, we got classic black or pure white cases for you.WarrantyYour order is risk-free and includes a 60-day warranty from totallee, during which you can return your case for any reason.Ships in totallee Retail Packaging",TOTALLEE Slim Skin iPhone 5 / 5S Snap On Hard Shell Case Comfort Grip (Hot Pink),7.95
84,"The Special Mini Power Bank Designed for Convenient Life.Small and CompactDesigned for portability, light-weighted and the size is almost the same as a lipstick and easily put into your pocket or bag for use when you need it.Stylish AppearanceSurface was made by high quality metal material, it can keep away from damage by any unintended drop and scratches, which is comfortable to carry it in hand.High Quality CellsAbove 500+ recharge cycles over the life of the battery, high quality Lithium-ion battery provide safe and reliable power for your devices.Powerful CompatibilityThis mini external battery with 5V/1A USB output which can be compatible with most USB devices, ideal backup power supply for your devices when outdoor trips.Package List:External Battery x1, USB Cable x1, User Manual x1.Why Choose OXA?*Quality is the best salesman. Any items sold by OXA have 1 year guarantee. What's more, OXA will extend the warranty time for half a year.*OXA have professional staff to answer your questions, and we are ready to help you resolve any issues, no worry about after-sales service.*More juice, More life; OXA adhere to provide our customers with high quality products and excellent service, search OXA on Amazon to get more items you need.","OXA 2600mah Mini External Power Supply Battery Ultra-compact Power Bank Pack for iPhone, Samsung, Sony, Nexus, HTC and Other Smartphones (silver)",12.99
85,"The fashion appearance, compact and powerful small gadgetOutstanding design*Direct plug-in charging and discharge*The hidden T card read card function can achieve multi-usage and avoid the loss of the card reader*Flashlight function and Intelligent display power*One key operation, intelligent operation, one key is multi-purposeFashionable and PortableDesigned for portability, stylish, light-weighted and aluminum body ensures efficient heat dissipation and durability.Safety, reliable powerAdvanced and intelligent chips provide overcharging, Over-discharging, over-load and short-circuit protection.Package listOXA External Battery x1,  Connector cable x1, User manual x1Why Choose OXA?*Quality is the best salesman. Any items sold by OXA have 1 year guarantee from 
manufacturers. What's more, OXA will extend the warranty time for half a year.*OXA have professional staff to answer your questions, and we are ready to help 
you resovle any issues, no worry about after-sales service.*More juice, More life; OXA adhere to provide our customers with high quality 
products and excellent service, search OXA on Amazon to get more items you need.","OXA 2200mAh Portable Juice L1 Mini Backup External Battery Charger(Built-In SD Card Slot and Flashlight) with Micro USB Cable for Samsung Galaxy S4, S3, S2, Note 1, 2, 3 and iPhone 4, 4S, 5, 5S - Silver",14.99
86,"Enjoy your music loud!Small size but big clear sound. Make your ears free of earphones and best for music lovers.Auto Pairing Feature:Automatically Pairs your device with the speaker when in range of speaker.Hands-free calling:It has a built-in mic for hands-free calling from any phone with Bluetooth.Great choice for conference call with your team!Share your voice with your friends & family.Perfect for any occasion:Mini 2.5x 2.5inch in dimensions.Bring it to wherever you want to enjoy the music in every of the nice days.Anti-slip rubberized feet:Sleek design and has rubberized feet on the bottom for grip on most surfaces.Compacibility:iPhone 5s/5C/4s;samsung galaxy S5/S4/S3,Samsung Note 2;HTC,iPad Air;iPad mini Retina;iPod,Google Nexus 7/5,MP3 Players,any Bluetooth-enabled Tablets,Smartphones and PCsSpecifications:Brand:MOCREOModel NO.:MOSOUND MINIBattery Capacity:350mAhInput voltage:5VSpeaker:40mm 2.6&Omega;3WFrequency:60KHz-18KHzSNR:&ge;95dBTHD:&le;0.5%Product Dimension:65x65x72mmCharging Time:&le;3HPlaying Time:4~6HWhat is in the box:1*Bluetooth mini speaker1*USB cable1*User manualNote:1.If the unit has not been used for more than 5 days, please charge it before using.2.If the unit is connected without sound, please try to recharge it at least 10 minutes and retry.","MOCREO&reg; Portable Bluetooth Speaker - Wireless,Mobile,Mini,Rechargeable W/ Hands-free &amp; 6hrs Wireless play &amp; 30ft Bluetooth Range Woking for Any Bluetooth Enabled Devices: iPhone 5s/5C/4s;Samsung galaxy S5/S4/S3,Samsung Note 2;HTC,iPad Air/5;iPad mini Retina;iPod,Google Nexus 7,Nexus 5,MP3 Players (Black)",15.9
87,"Universal power charger adapterSpecifications:Input:110-250V, 2USB portsOutput:5VDC, 2100mDual USB Port:15W / 3.1A USB Wall ChargerFeatures:1.Charges your iPad, iPhone, iPod, HTC, Blackberry, MP3 Players, Digital Cameras, PDAs, Mobile Phones.2.Works in worldwide: United States, Canada, Europe, Middle East, South America, Asia, The Caribbean, Great Britain ,Ireland, Africa, Hong Kong, Singapore, Australia, Fiji, New Zealand, China, Japan, and more than 150 countries3.Dual Port Design: Use your existing USB charging cables to charge most USB powered devicesPacking list:1 * Universal travel charger adapter",MOCREO&reg; Universal World Wide All-in-one Safety Travel Charger Wall Charger Adapter Plug Built-in Dual USB Ports (White),14.8
88,"Re-Charge Your iPhone Two Times!Charge nearly any phone, tablet, and e-reader without an outlet.  Our portable power outlet has hours of power for all types of devices and the small sleek body slips easily into a pocket.Whether you're stuck in a strange country without a power adapter, have hours to kill on a long flight, or simply forgot to plug in your phone the night before, no more worries.We have the most reliable portable phone charger in the world.  In fact, we're so sure of it that we offer a 12-month warranty.Features:- Samsung Grade ""A"" battery cells- Re-charge any smartphone or tablet- USB output battery can re-charge your iPad or iPhone 3X- LED power indicator- Premium smooth matte case- Smart over circuit and over charging protectionCompatibilityApple*: iPhone 5 / 4S / 4 / 3G, iPad mini, The New iPad 4 / 3 / 2 / iPad 1st gen, iPod Touch /Nano *Lightning cable not included and recommends using OEM lightning cable.Samsung: Galaxy Note II / Note, Galaxy S4 / S3 / S2, Galaxy Nexus and most Samsung phones.HTC: ONE, One X, One S, Droid Incredible 4G, and most HTC phones.Nokia: Lumia 920 / 900 / 710 / 800 / N8 / N9 and most Nokia phones.Motorola: Razr Maxx HD, Droid series, and most Motorola phonesBlackberry**: Z10, Touch, Torch, Tour, Storm 2, Bold and most Blackberry phonesLG: Nexus 4, Optimus 4X / 2X / V / S / T, and most LG phones.Specifications- Capacity: 5600mah- Rated Input: 5V/1A- Rated Output: USB1 5V/1AWe Guarantee It:If you think our power bank sucks, return it for a full refund within 30 days.",LiBa 5600mah Cell Phone Portable Charger - External Battery Charger Pack - Power Bank Charger - Travel Charger for iPhone - Mobile Phone Charger - Portable Battery Charger - Portable Charger for Android &amp; iPhone - Mobile Power Pack,24.99
89,"Don't miss an important business or family call. Have the extra power you need always with you.At just 5.1 ounces and 4x2x1 inches, you can conveniently have an emergency backup and recharging power with you wherever you are. Don't drop off the grid!Portable computing power is nothing without the electricity needed to power up. Recharge your tablet on the go.Delivering 5200mAh, the Brightech EnergyXtreme backup battery is powerful enough to recharge most 7-inch tablets. Your important work will get done anytime, anyplace.Conquer Mother Nature! A must for high humidity regions and wet outdoor activities.Keep your devices charged with no worries even when it's wet outside. Be a road warrior ready to handle anything Mother Nature throws at you.Instantly see the status of your emergency power. One-hand power check.A quick press of the top left button and you know immediately how much power is left. This way you should never be left ""in the dark.""Specifications:Capacity: 5200mAhBattery Type: Samsung Class-A Lithium-ion battery cellInput: DC 5V 1.0A (USB cable charger included)Output: DC 5V 1.0ASize: 4 x 2 x 1 inchesWeight: 5.1 ouncesCertification: IP67 Water and DustproofHousing: Anti-impact and shock resistantWeCare at BrightechAt Brightech, we stand behind all our products 100%. That's why we offer an industry leading 3-year satisfaction guarantee on all of our portable power chargers. If for any reason you are not completely satisfied with your order, please contact us via email and you're done!","Brightech - EnergyXtreme&trade; - Waterproof and Shockproof 5200mAh Portable Battery Charger with Laser Pointer and Flashlight. Get Piece of Mind no Matter Where You are. Be Ready for Emergencies. Stay Online and In-touch even in Rough Conditions. Compatible with iPhone 5S, 5C, 5, 4S, iPad Air, iPad Mini, Galaxy S5, S4, S3, Note 3, Nexus 4, HTC One, One 2 (M8), Motorola Droid, Moto X, PS Vita, Gopro, most Smartphones, Tablets and other USB-charged devicess",29.99
90,"Solar Power Supply, Never Power Off.Continuous PowerSolar technology was used on military items, it's convenient and enviromental friendly. Solar panel will store energy once it meet available light, continuous to supply power for your devices.Charge Multiple DevicesThis external battery can be compatible with most USB devices and great for traveling, long flight and outdoor trips. Support smart phones, iPod, tablets and most USB powered devices.Steady and ReliableAdvanced and intelligent chips provide overcharging, over-discharging, over-loading and short-circuit protection, keep your devices have safe and reliable power.Excellent PerformancePremium lithium-ion battery ensures quality, more than 75% rate conversion is much higher than other solar products with 36% rate conversion. Equipped with two USB outputs for greater versatility.Package List:External Battery x1, Power Connectors x4, USB Cable x1, Instruction Manual x1.Why Choose OXA?*Quality is the best salesman. Any items sold by OXA have 1 year guarantee. What's more, OXA will extend the warranty time for half a year.*OXA have professional staff to answer your questions, and we are ready to help you resolve any issues, no worry about after-sales service.*More juice, More life; OXA adhere to provide our customers with high quality products and excellent service, search OXA on Amazon to get more items you need.","OXA 8000mAh Solar External Battery Pack Portable Backup Charger Power Bank for iPhone 5S 5C 5 4S 4, iPad 4 3 2, iPad Air Mini 2, iPods, Samsung Galaxy S4 S3 S2 Note 3 Note 2, HTC One, LG Optimus, Sony Xperia Z, BlackBerry Z10, Nokia Lumia 520, Kindle Fire, Google Nexus, Microsoft Surface 2 and Most USB Powered Devices (Black)",27.99
91,,LifeCHARGE MFI Approved Rechargeable Extended Battery Case for Apple iPhone 5/5s - Black Satin Rubber,60.6
92,"Bolse 4 Port USB portable AC Rapid ChargerBolse Newly designed 4 Port USB portable AC Rapid Charger - 20 Watt can charges to 4 usb devices at the same time, It is designed to charge multiple power hungry tablets, phones and other USB devices (GPS, bluetooth headset, portable Wifi, MP3 players, 3D Glasses etc) at fastest possible speed. Ultra Compact Size ideal for travel.Features:- 4 ports usb charger charges your iPone, iPad, Samsung Phone, HTC, Digital camera & other USB devices.- Orange LED shows when charger is receiving power.- Highest Power rating at 20W/4 Amps output 5V. Intelligent overheat, overcharging and over-current protection built-in.- Compact Design and Flip Down AC Prongs make it easy to carry on travel.- This charger charges tablets at 2 Amps and most phones at 1 Amps current.USB Ports:- Port 1 & 2(Universal): Designed based on latest USB charging standard and will charge almost all devices including Apple & Android devices.- Port 3(Universal/iDevice Legacy): This port will also charge most devices (including iPad) but this port has support legacy/old Apple devices. If you face any problem charging your Apple devices with Port 1&2, please use this port.- Port 4(Universal/Samsung Optimized): This port is specifically designed to charge Samsung devices(e.g.Samsung Tab). Many other phones can be charged as well using this port. Note that this port will not charge iPad.Note:**Not Compatible With HP TouchPad, Asus transformer, Motorola Xoom Tablet, Some Blackberry phones****May not support charging / or slow charging with some devices**One-Year Limited Warranty","Bolse&reg; Newly designed 4 Port USB portable AC Rapid Charger - 20 Watt / 4A For iPhone, iPad, Samsung Android Smartphones and other usb powered devices",14.99
93,"Sabrent mini outdoor portable Bluetooth speakers can be connected to listen to music with Bluetooth wireless technology or 3.5mm headphone connector. High capacity battery facilitates up to 10 hours continuous playback on a single fully charge and amplifier brings exceptional sound.Compatible with all audio player and multimedia devices with a Universal 3.5mm Audio Jack.The portable Bluetooth wireless mini speaker can be put into a purse, computer bag, arm, or backpack for easy listening while traveling.Enjoy and share your music, movie, games, presentation, anytime and everywhere. Connect to your iPad, iPhone, iPod touch, MP3/MP4, Mobile Phone, Game Console, Netbook, Desktop, Laptop, Android and any other portable device for an amazing experience outdoors or indoors!Features:* Advanced audio performance delivers a full-range listening experience* Wirelessly connects to your Bluetooth device* Rechargeable battery plays up to 10 hours* Auxilary port lets you connect other audio sources, like an MP3 playerWhat's in the box?* Portable Bluetooth Wireless Mini Speaker* Universal charging Mico-USB Cable&nbsp;* User Manual* 2&rdquo; Carabineer Snap HookWarranty:This product comes with a 1 year manafacture warranty. In order for us to properly assist you, please follow these simple instructions:Go to www.sabrent.com/support and click 'Submit a ticket'.Submit your ticket.You must include your Amazon Order ID# number in the subject line.",Sabrent Ultra-Portable Weatherproof Wireless Bluetooth Speaker For Outdoor/Indoor 10 hours Rechargeable Battery (SP-BYTA),45.19
94,"Multifunctional Bluetooth Wristwatch Bracelet for Wonderful Life.Call Remind VibrationAfter pair with the mobile phone, the bracelet will remind you by vibrate and display the number of incoming calls while receiving a call or receiving a message.Anti-lost ReminderWhen the Bluetooth bracelet is 10-20 meters away from the cell phone, the bracelet will remind with vibrating once every 10 minutes.Rechargeable BatteryUnique designed Bluetooth bracelet structured with the lithium polymer battery to ensure the high quality. Stand-by time last for 72 hours.Perfect for DrivingYou can answer your phone or reject it directly on the bracelet when driving on the way. Stylish partner for your mobile phone and you will never miss any call.Package List:Bluetooth Bracelet x1, USB Charging Cable x1, User Guide x1.Why Choose OXA?*Quality is the best salesman. Any items sold by OXA have 1 year guarantee. What's more, OXA will extend the warranty time for half a year.*OXA have professional staff to answer your questions, and we are ready to help you resolve any issues, no worry about after-sales service.*More juice, More life; OXA adhere to provide our customers with high quality products and excellent service, search OXA on Amazon to get more items you need.","OXA (2nd Gen)Bluetooth Bracelet Wristwatch with Rechargeable Lithium Polymer Battery, Clear OLED Display, Incoming Call Notification, One Touch Call Answer and Music Player after Pairing with Most Smartphones",45.99
95,"Enjoy Your Music All The Way.Bluetooth WirelessSimple on and off switch on the bottom of the unit, connects via Bluetooth wirelessly to your iPhone and more Bluetooth-Enabled devices.Powerful Connection3 connection modes: Bluetooth Wireless, AUX Line-in, Micro-SD/TF Card, easy wireless connection through Bluetooth in smartphones and laptops, works up to 30 feet away.Rechargeable BatteryEasily recharge the battery by connecting the included micro-USB cable to any USB charging device, Lithium-ion battery allows up to 5 hours of play time.Portable SpeakerLightweight design with only 7.4 ounce, an ultra-portable wireless speaker that lets you enjoy music on your cell phones while on the go.Package List:Bluetooth Speaker x1, USB Cable x1, Charging Line x1, User Guide x1.Why Choose OXA?*Quality is the best salesman. Any items sold by OXA have 1 year guarantee. What's more, OXA will extend the warranty time for half a year.*OXA have professional staff to answer your questions, and we are ready to help you resolve any issues, no worry about after-sales service.*More juice, More life; OXA adhere to provide our customers with high quality products and excellent service, search OXA on Amazon to get more items you need.","OXA Mini Portable Wireless Bluetooth Speaker with Rechargeable Lithium Polymer Battery, Support for Micro SD Cards and AUX Line-in Port for Laptops; Smart Phones and More(Brown)",25.99
96,"Great for the outdoors, long camping trips, road trips, power outagesHigh Capacity 6000mAh (INPUT DC 5V 1A) Rechargeable Power Capacity!

Add 22 Hours of Talk time or 2-3 FULL charges to your iPhone or 1-2 Charges for Samsung Galaxy, 200+ hours audio playback, or 200% - 300% to the battery life of most mobile phones!Samsung Grade A cells with premium microchips and high quality Lithium-ion battery ensures reliability; 500 + recharge cycles over the life of the battery!4 LED indicators reveal the battery level!

Enjoy more music, movies and game time on your cell phone!2 YEAR REPLACEMENT WARRANTY!!!  Click the Yellow ""Add To Cart Button"" at the Top of This Page NOW to Order the Only External Battery You Will Ever Need For Your Cell Phone!","AYL&reg; 2nd Gen 6000mAh (2.1A Output) &#9733; #1 Portable Cell Phone Charger On Amazon! &#9733; Premium High Quality External Battery Power Backup &#9733; With 2 Year Warranty &#9733; Best For iPhone 5S, 5C, 5, 4S, 4, iPad Air, 4, 3, 2, iPad Mini, iPod (Apple Cable Required) Samsung Galaxy S4, S3, S2, Note 2, HTC One, EVO, Thunderbolt, Incredible, Droid DNA, Motorola ATRIX, Moto X, Droid, Google Glass, Nexus 4, Nexus 7, Nexus 10, Nook HD+, PS Vita, LG Optimus, GoPro and more! &#9733;",12.5
97,"Ultra Portable Power &amp; ProtectionGet the extra power you need for the iPhone 5 / 5S with the all-New Atomic S iPhone 5/5S Battery Case from Maxboost. The best part, the Atomic S provides your iPhone 5/5S with premium protection against the wear and tear of everyday living, while it is still small enough to fit easily in your hand or in your pocket. With its light-weight, simplest bumper design, the Atomic S does an outstanding job to power and protect your iPhone 5 / 5S while still keep its minimal form factor.Maximize Your Mobile ExperienceThe Maxboost Atomic S iPhone 5/5S Battery Case Enclosed a maximum capacity 2400mAh battery core in its an ultra-thin durable casing. This powerful battery case can more than double the usage time on your iPhone 5/5S. The Atomic S has fully functional set of features including charging switch on/off so you can decide when to charge your iPhone, power level indicators so you can check power remaining at any time, and pass through syncing so that you don't need to remove the battery to sync with iTunes. Coupled with exceptional longer battery life, the built-in kickstand provides a perfect hands free watching experience for any type of video streaming on your iPhone 5/5S.Box Content1 x iPhone 5/5S Atomic S Battery Case1 x Micro USB Charging cable1 x Audio Jack Extension1 x User Manual1 Year Manufacturer Warranty","Maxboost Atomic S External Protective iPhone 5S Battery Case / iPhone 5 Battery Case with Built-in Kickstand - White / Blue (Apple MFI Certified, Fits All Versions of iPhone 5 / 5S - Lightning Connector Output, MicroUSB Input ) [100% Compatible with iPhone 5 / 5S on iOS 7.0+ , Strengthened MicroUSB Input Port, No Signal Reduction]",49.95
98,"Natural Wood and Wireless Design, Fantastic Music Enjoy.Natural Wood MaterialsConstructed of natural wood create a natural atmosphere that looks and sounds great, you cann't help dancing with the overwhelmed sound.Bluetooth and NFCCut loose from messy wires, integrated Bluetooth and NFC connectivity allows you take advantage of internet access from any available devices in its range.Digital and ReminderDigital screen display the working status and the battery volume, comfortable touch with the light-sensitive buttons. Music will pause and report the phone's number when call coming.Rechargeable BatteryIt will give your more than 2 hours fantastic music with full charged. Easily recharge the battery by connecting the included micro USB cable to any USB charging device.Note:The battery has been installed for test, so please charge it about 2 hours to work if the speaker cann't turn on at the first time.Package List:Bluetooth Speaker x1, USB Connector x1, Audio Line x1, Rechargeable Battery x1, User Manual.Why Choose OXA?*Quality is the best salesman. Any items sold by OXA have 1 year guarantee. What's more, OXA will extend the warranty time for half a year.*More juice, More life; OXA adhere to provide our customers with high quality products and excellent service, search OXA on Amazon to get more items you need.","OXA NFC Bluetooth Natural Wood Design Portable Wireless Stereo Speaker with Replaceable, Rechargeable Lithium Polymer Battery, Support for Micro SD Cards, Integrated FM Radio and AUX Line-in Port for Laptops; Smart Phones and More",36.99
99,"About Maxboost Electron Plus:The Electron Plus is the next generation of portable battery power. With an internal 15,000mAh battery, this rechargeable battery pack has enough battery capacity to charge almost any device. The intelligent LED screen features a percentage indicator, accurately displaying power levels within 1%. Also, the Electron Plus features dual charging ports and a built-in flashlight. The Electron Plus is made to power your electronics quickly and easily.Popular Compatible Models:Apple:iPhone 5S/5C/5, 4S/4/3GS/3G, iPad Air mini 1 2 retina, iPad 1/2/3/4(Original Apple Cable Required but not included)HTC:One M7/M4 Mini X and MoreSamsung:Galaxy S5/S4/S4 mini/S3/S3 mini/Note 3/Note 2 and MoreMotorola:Moto X / Droid Maxx Razr, Bionic / Atrix 2 4GLG/Google:Nexus 4/5/7/10 Optimus G1/G2Nokia:Lumia 920 900/ N8 / N9Others:Blackberry Torch Curve 9900 9360 / Sony Ericsson Xperia Arc S, X10 / PS Vita / MP3 MP4/ GoProNote: It will not work with ASUS TabletsSpecs:-Add 600~700% to smartphones, 400~500% to large screen phones, 100%~150% to tablets-Input: 5V / 2A (max)-Output: 5V/1A + 5V/2.1A-Size: 4.95 x 2.8 x 0.8 inch; Weight: 9.8 ounce-Recharge time: 10-12h via 1A USB wall charger (No AC charger is included, but product works with any USB wall charger. Note that significantly longer recharging time is expected if adapter output less than 1A)-Bonus Accessories: Carrying Pouch, USB cable, MicroUSB / MiniUSB connectors","Maxboost Electron Plus 15000mAh Dual-port 3A Premium USB Portable External Battery Pack for Samsung Galaxy S5 Prime;The All New HTC One M8/M8 ACE, Mini 2;iPhone 5S 5C 5 4S 4 6 Air;iPad Air 5 4 Retina 3 2 1;iPad Mini Retina 1 2;Amazon Fire Phone;Google Nexus 5 4 7 8 FHD 2;Samsung Z,Galaxy Note 4 3,Galaxy S5 S4 S3 Active,Galaxy Tab 4 3 7.0 8.0 10.1 S 8.4 10.5;HTC One M7 M4;LG Optimus G3,G2/Mini,G Flex,G Pro 2,G Pad;Nokia;Motorola;Sony Xperia Z2(a.k.a. Extended Power case Backup Car Charger Cable)",49.99
100,"About uNu Enerpak Maximum:Experience the Maximum in charging technology. This 17,000mAh external battery can provide enough power to replenish almost any of your favorite hand-held devices - multiple times. Featuring dual-charging ports, a built-in flashlight and one of the most powerful internal batteries ever, the Maximum is the perfect answer for all your power needs.Popular Compatible Models:Apple:iPhone 6/5S/5C/5, 4S/4/3GS/3G,iPad Air/1/2/3/4, iPad Mini Retina(Original Apple Cable Required but not included)HTC:One M8,7/M4/Mini XSamsung:Galaxy S5 / S4 / S4 Mini, Active/Note 4/3/2Motorola:Moto X / Droid Maxx Razr, Bionic / Atrix 2 4GLG/Google:Nexus 4/5/7/10 Optimus G1/G2Nokia:Lumia 520/521/ 920 / 921Others:Blackberry Phones / Sony Ericsson Xperia Z2 1 / PS Vita / MP3 MP4/ GoProNote: It will not work with SURFACE and ASUS TabletsTech Specs:-Add 700~800% to smartphones, 400~500% to large screen phones, 100%~150% to tablets-Input: 5V / 1.5A (max)-Output: 5V/1A + 5V/2.1A-Size: 6.95 x 2.5 x 0.8 inch; Weight: 10.2 ounce-Material: Lithium-ion Battery Cell-Recharge time: 15-16h via 1A input, 12-13hours via 2.1A input (No AC charger is included, but product works with any USB wall charger. Note that significantly longer recharging time is expected if adapter output less than 1A)-Box Content: Enerpak Maximum, MicroUSB to USB charging Cable, 1 Year Warranty","UNU Enerpak Maximum 17000mAh USB External Charger Power Battery Pack for iPhone 6/5s/5C/5/4S/4,iPad air/1/2/3/4,iPad Mini/Retina;Samsung Galaxy S5/S4/S3/S2/S2,Galaxy Tab 4/3/2 7.0 8.0 10.1/S 8.4 10.5,Galaxy Note 4/3/2;Amazon Fire Phone;HTC ONE M8/M7/M4/MINI 2,Nokia Lumia X/Normandy/521;Motorola Moto X/G;LG Optimus G3/G2,G2 Mini,G Flex,G Pro 2,G Pad 7.0 8.0 8.3 10.1;Google Glass,Nexus 5 4 7 8 10 FHD 2;Smart Phones and Android, PS Vita, GoPro HD Hero 1 2 3[Extended Backup Battery Case Car Charger]",73.05
101,"A Minimalistic simple design in completely transparent with no tinting.(AIlET logo will be on the side)
Tiny added weight yields outsized protection of phone because of the shock absorbent material and reinforced corners.
You could print and cut your own graphic or photo and insert inside the back part of the cove.
It fits all original/OEM Apple cable and most of other cables, please see reviews for details of this matter.
No-questions-ask 60 day warranty from AILET.
Ailet is  a new york based company aim to build the best electronic accessories.",Ailet Crystal Clear Iphone5/5s Flexible Soft Case [Lightweight]- [Transparent] - [Retail Box] - [Fits All Carriers],19.95
102,"Specification:- Capacity: 12000mAh- Type: Li-Polymer battery- Size: 15.5*7.5*1.5cm- Weight: 311g- Input: 5V 1.5A (Micro USB Port)- Output: DC 5V / 1A, 5V 2.1ABattery Life Extension on Phone & Tablet:- 600%~700% of 4G 4S 3G 3Gs iPhone Battery life- 150% of iPad 2 battery life (6000mAh)Charge the battery:- Full Charging by 5V 2A Adapter need 9 hours; by 5V 1A Adapter need 13 hours.- Charger is not includedCompatible with:- 1 x USB-Micro USB Cable:SmartPhones: Samsung / HTC / LG / Motorola / BlackBerry / Nokia / Google / Sony...Tablets & eReader: Google Nexus 7/Nexus 10- 1 x iphone 4 4S ipad Connection- 1 x Iphone 5 5S ipad 4 ConnectionPackage contents:1*Onite 12000mah power bank1*Micro USB cable1*Iphone 4 4S ipad Connection1*Iphone 5 5S ipad 4 Connection1*User manual","Onite Pandora 12000mah External Battery Portable Power Bank with 2 USB Port (5V 1A/2.1A) For Samsung Galaxy S5 S4 S3 S2 S, Note 4 3 2, Motorola Droid Maxx, RAZR, G, X, LG Optimus G Pro, L9, Nexus 4 5, HTC One M7 M8, Silvery",29.98
103,,Jabra ROX Wireless Bluetooth Stereo Earbuds (Black),119.99
