,asin,description,title,price
463,463,"These bold crackers are made with corn masa flour for maximum crunchiness and seasoned perfectly to spice things up. That's why they're the snacking crunch with a punch. This product is extra bold and extra spicy, featuring a delicious blend of 100% real cheddar cheese and a perfect punch of chipotle pepper.","Cheez-It Zingz Wafer Chipotle, Cheddar, 12.4 Ounce",5.98
464,464,"We bake our delicious simply made cookies with elfin ingenuity and the same simple ingredients that you'd find in your pantry like butter, sugar, eggs, and wheat flour. Our scrumptious chocolate chips cookies are made with 100% real cocoa.","Keebler Simply Made Cookies, Chocolate Chip, 10 Ounce",8.49
465,465,"Baked to perfection in the hollow tree, these tree-mendous cookies have layers of crispy wafers, creamy filling and delicious dark Keebler fudge. Uncommonly made and good.","Keebler Jumbo Dark Fudge Sticks, 6.6 Ounce",12.99
466,466,Keebler el duende cookies . This product comes as a lemon flavored cookie sandwiches.,"Keebler El Duende Sandwich Cookies, Lemon, 13 Ounce (Pack of 12)",26.95
467,467,Keebler el duende cookies coconut. This cookies comes in a flavor of coconut.,"Keebler El Duende Cookies, Coconut, 11 Ounce (Pack of 12)",0.0
468,468,"Enjoy your favorite snacks on the go with a convenient cup pack. Baked to perfection in the hollow tree, these crispy grahams are covered with delicious fudge made from 100% real cocoa. Uncommonly made and good.","Keebler Mini Cookies Cup, Fudge Grahams, 2.8 Ounce (Pack of 10)",13.85
469,469,"Now enjoy cheez-its on-the-go. Thanks to the original recipe that uses all real cheese, matured for maximum flavor, cheez-it original baked snack crackers from Kellogg offer a satisfying crunch and authentic cheese flavor with each bite. The naturally-baked crackers are made with enriched wheat flour, colored with paprika, and contain minimal preservatives. Ideal for a quick bite on the run, an in-between-meal nosh, or integrated into your favorite recipe, cheez-it original baked snack crackers are a pantry staple that the whole family will love.","Cheez-It Cracker Cup, Original, 2.2 Ounce (Pack of 10)",13.85
470,470,Kellogg's harvest acres mixed fruit snacks. The product is made with real fruit. It's excellent source of vitamin c and fat free.,"Kellogg's Harvest Acres Fruit Snacks, Mixed Fruit, 8 Ounce (Pack of 10)",30.31
471,471,Kellogg's fruit flavored snacks. Comes in a mixed berry flavor.,"Kellogg's Fruity Snacks, Mixed Berry, 16 Ounce (Pack of 6)",0.0
472,472,,Matcha Green Tea Powder - ORGANIC - All Day Energy - Green Tea Lattes - Smoothies - Matcha Baking - Superior Antioxidant Content - Improved Hair &amp; Skin Health- Exclusive to Amazon,20.38
473,473,"Our signature mix. This tantalizing flavor trio is a treasured indulgence. It's the perfect balance of sweet and salty, rich and creamy.","Gary Poppins Gourmet Popcorn, Caramel-Cheddar-Kettle, Our Signature Mix (5.5 oz. Bag)",0.0
474,474,"Orville Redenbacher's: simply made. Passionately created. Orville Redenbacher made it his life's work to develop the perfect kernel decades ago, never compromising in his quest to perfect this simple little grain. This commitment to quality makes Orville Redenbacher's gourmet popping corn the #1 popcorn and the favorite snack for so many families. Today, at Orville Redenbacher's, this obsession with popcorn lives on within every single employee. Their unwavering attention to its quality and deliciousness is matched only by their passion for finding new, innovative ways to help people enjoy it. They are excitedly dedicated. They are humorously obsessed. They are the family of Orville Redenbacher's employees, and you can taste their commitment in every kernel of every product they make. The result of all this devotion is a wide range of incredible popcorn products that are: simply made; passionately created. About conagra: Orville Redenbacher's is a member of the conagra foods family, one of the largest packaged foods companies in north America with major presence in retail outlets, foodservice and restaurants, and in ingredients. Our more than 70 brands-which include favorites such as pam, hunt's, healthy choice, Wesson, Swiss miss, rote, peter pan, Marie calendar's, Hebrew national, wolf brand chili, Rosaria, egg beaters, chef Boyardee, and more-are in 96% of U.S. Households, and more than 30% of conagra foods brands are number one in their category.","Orville Redenbacher's Gourmet Naturals Popcorn, Classic Butter and Sea Salt, 76.3g Bags, 3 Count",5.0
475,475,"Sweet and salty come together in this satisfying blend of flavors. David sweet and salty trail mix includes almonds, peanuts, sunflower kernels, candy coated pieces, and cashews. About Conagra David is a member of the Conagra foods family, one of the largest packaged foods companies in North America with major presence in retail outlets, foodservice and restaurants and in ingredients. Our more than 70 brands which include favorites such as Chef Boyardee, PAM, Hunt's, Healthy Choice, Wesson, Swiss Miss, Rotel, Peter Pan, Marie Callender's, Hebrew National, Wolf Brand Chili, Rosarita, Egg Beaters, Orville Redenbacher's, and more are in 96% of U.S. households and more than 30% of Conagra foods brands are number one in their category.","David Seeds Trail Mix, Sweet and Salty, 5 Ounce (Pack of 8)",20.68
476,476,"The delicious taste of dark cocoa meets the satisfying crunch of almonds in David dark chocolate flavored almonds. About Conagra David is a member of the Conagra foods family, one of the largest packaged foods companies in North America with major presence in retail outlets, foodservice and restaurants and in ingredients. Our more than 70 brands which include favorites such as Chef Boyardee, PAM, Hunt's, Healthy Choice, Wesson, Swiss Miss, Rotel, Peter Pan, Marie Callender's, Hebrew National, Wolf Brand Chili, Rosarita, Egg Beaters, Orville Redenbacher's, and more are in 96% of U.S. households and more than 30% of Conagra foods brands are number one in their category.","David Seeds Almonds, Dark Chocolate, 5 Ounce (Pack of 8)",23.38
477,477,,"KIND Healthy Grains Granola Bars, Oats &amp; Honey with Toasted Coconut, 1.2oz Bars, 5 Count (Pack of 3)",10.77
478,478,"Serve everyone's favorite breakfast with the Kellogg's Cereal Variety Pack. Coming with 20 single serving pouches and a variety that includes Kellogg's apple jacks, corn pops, froot loops, krave milk chocolate and krave double chocolate you can keep everyone's choice on hand. The single serving pouches provide an easy solution to eating breakfast on the go.","Kellogg's Cereal Variety Pack Pouches, 5 Flavor, 0.64 Ounce (Pack of 20)",0.0
479,479,,"Barilla Gluten Free Rotini Pasta, 12 Ounce Boxes (Pack of 12)",28.19
480,480,,"Barilla Gluten Free Elbow Pasta, 12 Ounce Boxes (Pack of 12)",48.95
481,481,,"Barilla Gluten Free Spaghetti Pasta, 12 Ounce Boxes (Pack of 12)",58.02
482,482,,"Barilla Gluten Free Penne Pasta, 12 Ounce Boxes (Pack of 12)",48.95
483,483,"The #1 Coconut Oil for Freshness and PurityEvery coconut that goes into Viva Labs Coconut Oil is hand-picked at its peak for optimal freshness and nutritional value. USDA certified organic, non-GMO project verified, non-hexane and free of bleach or deodorizers, our coconut oil is the pure choice to suit your natural lifestyle. Can be used as a dietary supplement, for cooking, baking and as part of your natural beauty routine.Uses of Viva Labs Coconut Oil:Dietary Supplementation:Take 1-4 tablespoons per day for best results.Cooking:Excellent for cooking up to 350F. Can be used as a dairy-free alternative to butter in baking and all of your favorite foods.Skin Care:Can be used as a luxurious body moisturizer. Especially helpful for dry, rough elbows and heels.Hair Care:Makes an all-natural, restorative hair mask, adding hydration, gloss and manageability.Health Benefits of Viva Labs Coconut Oil:Rich in Medium-Chain Triglycerides (MCTs):Rich in Medium-Chain Triglycerides (MCTs): MCTs are a unique form of fatty acids that are used by the body as a source of energy and have been shown to be beneficial in helping to maintain a healthy weight, increase stamina and promote healthy metabolism of nutrients.Pure:Certified organic, non-GMO and cold-pressed to retain all of its natural health benefits, our coconut oil delivers delicious taste, aroma and health-promoting properties in the cleanest form possible.","Viva Labs Organic Extra Virgin Coconut Oil, 16 Ounce",14.79
484,484,,"Good Sense Pedia Electrolyte Liquid, Grape, 33.8 Fluid Ounce",0.0
485,485,Now you can freshly prepare our savory recipe at home. Try our new wish-bone ranch dressing and seasoning mix. Simply add milk and mayonnaise to make a bold salad dressing.,"Wishbone Ranch Dressing and Salad Seasoning Mix, 2.1 Ounce (Pack of 12)",0.0
486,486,Lipton English breakfast tea is made with premium long leaf tea and comes in a unique pyramid tea bag for a truly exceptional tea experience.,"Lipton Pyramid Tea Bags, English Breakfast, 18 Count (Pack of 6)",12.72
487,487,Lipton earl grey tea is made with long leaf black tea leaves and bergamot flavors. The unique pyramid shape of our teabags creates a truly exceptional tea experience.,"Lipton Pyramid Tea Bags, Earl Grey, 18 Count (Pack of 6)",34.6
488,488,"Unlock the energy with new Lipton natural energy, a great tasting aromatic tea that naturally has caffeine to keep you alert and energized throughout your day. To unleash the true tea taste and aroma, we crafted an innovative process where we press fresh, high-quality tea leaves to release their natural essence. The result is a delicious blend with natural theanine.","Lipton Natural Energy, 40 Count",3.48
489,489,"Lipton peppermint herbal tea contains real peppermint leaves selected by our experts to deliver an exceptional infusion, naturally caffeine-free. Lipton tea and infusion experts around the world carefully select and blend only the best herbs to deliver an exceptionally pure herbal tea flavor and aroma.","Lipton Pyramid Tea Bags, Peppermint, 18 Count (Pack of 6)",17.26
490,490,Perfectly popped corn wrapped with rich and creamy Werther's Original Caramel. The caramel popcorn for caramel lovers. Voted no. 1 in blind taste test. Made with real butter and fresh cream.,"Werther's Original Popcorn, Caramel, 8 Ounce",0.0
491,491,,"Bumble Bee Prime Fillet Tuna in Olive Oil Sundried, Tomato, 5 Ounce (Pack of 12)",26.97
492,492,,"Bumble Bee Solid White Albacore Tuna in Water, White, 7 Ounce",0.0
493,493,,Bumble Bee Omega-3 Prime Fillet Albacore Tuna with Omega-3 Tuna Oil (Pack of 12),29.21
494,494,"Enjoy this seasonal favorite, with its flurry of sweet vanilla and caramel flavors ready to warm you up on a cool winter night. All martin son real cup flavored coffees have enticing, intense aromas and flavors. They can be enjoyed hot or poured over ice for a refreshing cold treat.","Martinson Joe's Coffee, Winterfest, 24 Count (Pack of 4)",25.3
495,495,"At Caza Trail we make delicious single serve coffee and tea that are compatible with your Keurig K-Cup Brewer. Wherever fine coffee and tea is cultivated &#x2013; that&#x2019;s where we&#x2019;re on the hunt! Our pursuit of the perfect cup takes us from the hills of Asia to the mountains of South America&#x2026;and myriad places in between. Our coffee and tea tasters have the keen sensibilities needed for evaluating the finest varietal tastes and just the right aromas. They know where to hunt for it, they know when they&#x2019;ve found it and they know how to keep the quality intact, from harvest to cup. At Caza Trail, we&#x2019;re dedicated to offering the most delicious varieties and flavors we can find, to ensure that for every mood and any time of day, your hunt for a rich, captivating cup can always be successful. With each cup, you&#x2019;ll taste the care and quality that goes into Caza Trail products and the unique essences we capture in every sip. Treasure their flavor and aroma and enjoy!","Caza Trail Single Serve Cup for Keurig K-Cup Brewers, Donut Shop, 56 Count",22.91
496,496,"The word ""Caza"" (Spanish for the ""hunt"") expresses the thrill of the hunt - and Caza Trail is the prize that we're thrilled to share with you, following our worldwide search for a rich, captivating bre - the coffee lover's ultimate prey. We pursue the most delicious varieties and flavors to ensure that for every mood and any time of day, the hunt for a rich, captivating cup can always be satisfied. With each one, you'll taste the care and quality that goes into Caza Trail, and the unique essences captured in every sip. Treasure them one by one and enjoy the journey.","Caza Trail Single Serve Cup for Keurig K-Cup Brewers, Tea, English Breakfast, 24 Count (Pack of 4)",0.0
497,497,"Hunt's Chili Kit helps busy families prepare a delicious meal in only 20 minutes. The kit contains tomato sauce, diced tomatoes, beans and chili seasoning. Simply add meat to create a delicious meal.","Hunt's Chili Kit, 44.8 Ounce (Pack of 4)",18.28
498,498,"To say these are just peppers, mustard or bread and butter pickles is like saying Texas is just a state. No sir ere. They are an experience. From the first bite you notice right off they are crispy. But then hang on to your hat. Your taste buds are in for a wild bronco ride. From sweet, to sour, to tart, to spicy you'll be hollering' whoa now.","[FFP] Texas Pepper Works Krisp Candy, Jalapenos and Pickles, 12 Ounce (Pack of 4)",0.0
499,499,"Bookbinders Gourmet Ready to Serve, Vegetable Soup Assortment. All flavors are all natural and gluten free. Flavors include Butternut Squash and Mushroom, Sicilian Tomato Zucchini, Ciban Black Bean, Tuscan Minestrone, Zesty Tomato, and Sweet Burgundy Onion. Shelf stable, packaged in 15 ounce re-sealable glass jars.","Bookbinder's Gourmet Vegetable Soup Assortment, 6 Count (Pack of 6)",31.63
500,500,,"Enfagrow Next Step Ready To Drink, Natural Milk, 8.25fL oz,  24 Count",41.99
501,501,"Jack & emma yogurt bites are a freeze-dried yogurt and fruit snack perfect for children's little hands. &#xA0;Made with simply real yogurt and fruit, jack & emma yogurt bites contain vitamins a, c and e, live active cultures and no high fructose corn syrup. These 1oz pouches of yogurt bites are great for on-the-go snacking and are available in 2 other flavors that dissolve easily in your child's mouth.","Jack and Emma Dried Yogurt Bites, Mixed Berry, 1 Ounce",0.0
502,502,"Jack & emma yogurt bites are a freeze-dried yogurt and fruit snack perfect for children's little hands. &#xA0;Made with simply real yogurt and fruit, jack & emma yogurt bites contain vitamins a, c and e, live active cultures and no high fructose corn syrup. These 1oz pouches of yogurt bites are great for on-the-go snacking and are available in 2 other flavors that dissolve easily in your child's mouth.","Jack and Emma Dried Yogurt Bites, Strawberry, 1 Ounce",0.0
503,503,"Our Crispy Green and FruitziO product lines are created using a sophisticated freeze-drying process where water is removed from the fresh fruit in a cold (freezing) vacuum condition, leaving behind the true essence of the fruit in a light and crispy texture that&#x2019;s perfect for snacking. We always let concerned customers know that we actually produce our products in China because of the quality!  China is the world&#x2019;s leading freeze-dried fruits and vegetables producer, both in volume and quantity, and we are involved with every step of the process&#x2026;from when and where the fruit is picked to when it reaches their store. We have vigorous quality control systems in place to make sure that every product we sell meets our own high quality standards. Only qualified fruit is chosen, and the processed in freeze dried facilities that are U.S. FDA-registered and Internationally-certified (HACCP) which is a third party audit regulator. So, not only does our manufacturing process and fruit first pass these quality controls in China, but they are also routinely tested independently by FDA certified labs in the United States. Also, because Crispy Fruit is only one ingredient, it is easy for us to implement the quality control that we require, so the customer can feel confident about exactly what they are consuming!","Crispy Green 100% Freeze-Dried Fruits, Fruit Variety Pack, 16 Count, 5.6 Ounce",17.05
504,504,"During the first 2 years of life, a baby's brain develops rapidly and is especially sensitive to nutrition. That's why many experts believe it's important to get DHA during this important time. DHA is a fatty acid that acts as a building block for a baby's brain. And Enfamil for Supplementing has this brain-nourishing nutrient that is important to a baby's development.  The American Academy of Pediatrics recommends 400 IU of vitamin D daily. Enfamil for Supplementing has this amount in 27 fl oz. Vitamin D is important because it helps the body absorb calcium and phosphorus and helps build strong bones.","Enfamil for Supplementing, 21.5 Ounce",19.48
505,505,"Jack & emma stage 2 ( 4 months and older) baby food pouches are a puree of 100% all natural fruits and vegetables.&#xA0; These 4oz pouches are convenient for on the go anytime use with easy to dispense re- sealable spouts. Also available in 8 other flavors, jack & emma stage 2 ( 4 months and older) baby food purees are a great way to introduce your child to fruits and vegetables and add to your baby's daily fruit and vegetable intake.","Jack and Emma Baby Food Puree Stage 2, Banana, Apple, Blueberry, 4 Ounce",0.0
506,506,"Jack & emma stage 2 ( 4 months and older) baby food pouches are a puree of 100% all natural fruits and vegetables.&#xA0; These 4oz pouches are convenient for on the go anytime use with easy to dispense re- sealable spouts. Also available in 8 other flavors, jack & emma stage 2 ( 4 months and older) baby food purees are a great way to introduce your child to fruits and vegetables and add to your baby's daily fruit and vegetable intake.","Jack and Emma Baby Food Puree Stage 2, Apple, Cherry, Pear, 4 Ounce",0.0
507,507,"Jack & emma stage 2 ( 4 months and older) baby food pouches are a puree of 100% all natural fruits and vegetables.&#xA0; These 4oz pouches are convenient for on the go anytime use with easy to dispense re- sealable spouts. Also available in 8 other flavors, jack & emma stage 2 ( 4 months and older) baby food purees are a great way to introduce your child to fruits and vegetables and add to your baby's daily fruit and vegetable intake.","Jack and Emma Baby Food Puree Stage 2, Pear Squash, 4 Ounce",0.0
508,508,"Excellence 70% cocoa is a full-bodied dark chocolate, masterfully balanced to be neither bitter nor overpowering. Expertly crafted with the finest ingredients by the master chocolatiers at lindt.","[FFP] Lindt Excellence Dark Chocolate, 70% Cocoa, 6 Count",0.0
509,509,"The cup just got crunchy. Each cup features a smooth, super peanut-buttery Butterfinger filling with just the right amount of crunchy pieces mixed in, all surrounded by delicious real milk chocolate.","Butterfinger Peanut Butter Cups Share Pack, 3 Ounce (Pack of 18)",26.86
510,510,,"Bright Beginnings Premium Milk-Based Baby Powder Formula with Iron, Stage 2, 24.0 Ounce",21.09
511,511,,"Wild Selections Solid Light Tuna in Water, 5 Ounce (Pack of 4)",12.74
512,512,,"Bright Beginnings Premium Milk-Based Formula with Iron, 23.4 Ounce",24.99
513,513,"The Amoretti Master Sampler Pack contains twelve 1.7 fl oz (50 ml) bottles of Amoretti's most popular products, grouped into four sampler packs containing three bottles each. The Olive Trio set contains a 1.7 fl oz (50 ml) bottle each of Amoretti&#x2019;s Organic Extra Virgin Olive Oil infused with the natural flavor and aroma of Kalamata olives, Amoretti Aged Pomegranate Balsamic Vinegar, and Vinaigrette. Look forward to drizzling the flavor and aroma of Kalamata olives over a finished dish, creating a sweet and tangy glaze for fish or poultry, and serving deliciously dressed salads. The Creamy Classics set contains a 1.7 fl oz (50 ml) bottle each of our three most popular creamy syrups: Crema di Vanilla, Crema di Hazelnut and Crema di Caramel. Transform your kitchen into a gourmet coffee house offering delicious flavored beverages, or ice cream parlor by serving the syrups over ice cream, topped with whipped cream and a maraschino cherry. The Sugar Free Flavorings set contains one 1.7 fl oz (50 ml) bottle each of our most popular sugar free flavors: French Vanilla, Hazelnut, and Caramel -containing half the calories and carbohydrates of our regular syrups. Our Sugar Free Flavorings contain no artificial sweeteners, allowing you to sweeten your cup as you please.",Amoretti Master Sampler Pack,43.96
514,514,"Introducing new tea and honey liquid. Made from real fuit flavors and sweetened with honey, squeeze a little or a lot and find your perfect flavor. Enjoy the real taste.","Lipton Tea and Honey Liquids, Summer Peach, 2.43 Ounce",5.99
515,515,"Introducing new tea and honey liquid. Made from real fuit flavors and sweetened with honey, squeeze a little or a lot and find your perfect flavor. Enjoy the real taste.","Lipton Tea and Honey Liquids, Tropical Mango, 2.43 Ounce",4.99
516,516,"Introducing new tea and honey liquid. Made from real fuit flavors and sweetened with honey, squeeze a little or a lot and find your perfect flavor. Enjoy the real taste.","Lipton Tea and Honey Liquids, Strawberry Guava, 2.43 Ounce",4.95
517,517,"Life & Food Yacon Syrup is sourced from Peru. This high quality product has an 8 month farming cycle which makes this VERY Rare and is running scarce.Not ALL Yacon syrup is created equal. Get our highest quality Yacon with our Satisfaction guarantee before it runs out!- 100% Premium Pure Grade Yacon Syrup -- Sourced and farmed from the Yacon fields in Peru -- No Added Preservatives -- SATISFACTION GUARANTEED -- Buy 2 and get 10% Off Instantly -Safety ConsiderationsStudies have shown that taking too much Yacon Syrup can have some adverse effects on the digestive system, mainly in the form of gas, bloating and discomfort. Because the active ingredient is essentially a sugar, once it hits the intestines, it can produce a lot of gas, therefore causing flatulence, cramping and bloating. Some people have stated certain adverse side effects with increased bowel movements, particularly due to the fibre content within the Yacon Syrup. While this is a positive factor for most people, for some with sensitive intestines and digestion, caution should be exercised. In order to prevent this, take only about 1-2 teaspoons 30 to 60 minutes before a meal and have no more than 4-5 teaspoons in a day.","Yacon Syrup PREMIUM, 100% Pure Raw Organic (All Natural and GLUTEN FREE) Low Cal Natural Sweetener, Metabolism Booster | Certified Organic with NO Preservatives or Additives, 8 oz",16.97
518,518,,"Java Factory Single Cup Coffee for Keurig K Cup Brewers, Smooth Caffeinator Medium Roast, 80 Count",31.0
519,519,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Popping Corn, 16 Ounce Bags (Pack of 2)",14.71
520,520,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Sports Fan Seasoning Variety Pack, (Pack of 3), (8.55oz Total)",14.97
521,521,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Movie Theatre Butter for Popping &amp; Topping Popcorn, 10 Ounce Shakers (Pack of 2)",17.86
522,522,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Mini Jars Seasoning Variety Pack, 0.9 Ounce Shakers (Pack of 8)",14.15
523,523,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Nacho Cheddar Seasoning, 8.5 Ounce Shakers (Pack of 2)",16.78
524,524,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's White Cheddar Seasoning, 8.5 Ounce Shakers (Pack of 2)",20.36
525,525,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Ranch Seasoning, 2.7 Ounce Shakers (Pack of 3)",12.34
526,526,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Cheesy Seasoning Variety Pack, 2.85 Ounce Shakers (Pack of 3)",17.44
527,527,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Spicy Seasoning Variety Pack, 2.85 Ounce Shakers (Pack of 3)",9.88
528,528,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Nacho Cheddar Seasoning, 2.85 Ounce Shakers (Pack of 3)",9.88
529,529,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Sweet Seasoning Variety Pack, 2.85 Ounce Shakers (Pack of 3)",9.88
530,530,"While in college, Brian Taylor was looking for a way to add some pop to his favorite snack, popcorn. He started mixing what would later become the original Kernel Season&#x2019;s recipe while living on campus at the University of Michigan. Brian teamed up with experienced flavor experts to perfect the recipes and began developing a seasoning line. Kernel Season&#x2019;s Popcorn Seasoning popped overseas in 2005, shaking up the flavor in grocery stores, movie theaters and millions of homes around the globe. Kernel Season&#x2019;s is the leader in the popcorn-seasoning category,&#xA0;with even more flavors and on-shelf&#xA0;innovation coming soon! America's Number 1 Movie Theatre Popcorn Seasoning is all natural, gluten free, made with 0g trans-fat, whole grains, real cheese, and Kosher dairy.","Kernel Season's Butter Seasoning, 2.85 Ounce Shakers (Pack of 3)",9.88
